race,cluster,lsat,ugpa,zfygpa,zgpa,bar1,fulltime,fam_inc,age,gender
7,3,36,2.9,0.63,0.34,P,1,3,-61,male
7,3,37.5,3.5,-0.21,-1.15,F,1,3,-62,female
7,5,43,3.7,1.28,1.35,P,1,4,-62,male
3,1,27,3.3,-1.76,-1.84,F,1,3,-62,female
6,4,41,3.8,0.23,1.15,P,1,3,-59,female
7,6,35,3.7,1.1,1,P,1,3,-56,male
7,3,39,2.4,-0.55,-1.16,F,1,2,-66,male
7,4,48,3.5,-1.17,-1.57,F,1,3,-62,male
7,1,41,3.2,-0.29,-0.73,P,1,3,-63,female
3,1,25,2.5,-1.65,-1.8,F,1,4,-36,female
7,3,36,2.6,-0.57,NA,P,1,4,-66,male
4,1,32,2.7,-1.04,-1.52,F,1,3,-63,female
7,2,40,3.5,1.03,1.28,P,1,5,-63,female
7,3,44,2.2,-0.29,-0.89,F,1,3,-61,male
7,3,39,2.5,0.88,0.1,F,1,4,-57,male
5,4,29,3.2,-0.99,-0.88,F,1,3,-62,male
7,2,38,2.5,-1.12,-1.37,F,1,4,-58,male
7,4,37,4,1.23,1.36,P,1,2,-58,female
7,4,35.5,3.6,-1.23,-0.98,F,1,4,-59,male
7,4,42,2.9,NA,-1.25,F,1,3,-62,female
7,2,27,3.6,-0.2,0.23,P,1,3,-61,male
7,1,48,2.6,-0.55,-0.85,P,1,4,-65,male
7,NA,33.7,3.2,1.43,0.95,P,2,3,-60,male
6,3,30,2.9,-0.99,-1.07,F,1,5,-59,female
2,3,37,3.4,-0.68,-0.71,P,1,4,-62,female
4,5,37,3.3,-1.07,-1.18,F,1,1,-56,male
7,3,40.5,2.5,-0.15,-0.02,P,1,4,-61,male
3,3,29,2.4,-2.26,-1.98,F,1,3,-62,male
7,3,37,2.3,1.04,0.6,P,1,2,-61,male
7,3,47,2.2,-0.86,-1.99,F,1,4,-57,female
7,3,35,3.3,-0.2,-0.1,P,1,3,-62,female
7,NA,17,3.5,0.2,-0.55,F,2,2,-60,male
7,NA,21.5,2.6,-0.07,NA,P,1,3,-53,male
7,6,33,2.8,NA,NA,F,1,4,-62,female
3,1,22,2.6,-0.99,-1.42,F,1,3,-61,female
7,3,39,2.3,-0.03,-0.26,P,1,5,-59,male
7,3,35,3.7,-0.79,-1.59,F,1,3,-52,male
2,2,29,3,-1.56,-1.75,F,1,3,-62,male
7,1,31,3.8,-0.45,-0.68,P,1,2,-48,male
7,3,40,2.4,1.27,0.13,P,1,4,-66,female
7,3,42,4,0.07,0.79,P,1,2,-61,female
7,4,39,3.7,-0.29,0.38,P,1,3,-62,male
7,3,36.5,3.1,-0.56,-0.63,P,1,4,-62,male
7,3,35,2.4,0.53,0.23,P,1,2,-56,male
7,1,34,3.3,-0.75,0.25,P,2,2,-63,female
7,3,32,2.9,1.1,0.57,P,1,5,-62,female
7,4,38,3.3,1.52,1.54,P,2,3,-58,male
7,4,38,3,-1.68,-1.85,F,1,NA,-61,male
7,3,34,3.1,0.8,0.73,P,1,3,-62,female
3,3,25,2.5,-0.52,-0.71,F,1,2,-47,male
7,4,30.5,2.7,-0.32,-0.73,F,2,3,-46,female
7,1,33,3.8,0.39,0.26,F,1,4,-61,male
3,1,25,2.4,NA,NA,F,1,2,-57,male
7,3,35,3.3,0.78,1.02,P,1,5,-59,male
7,2,36,2.9,0.13,-1.44,F,1,4,-61,female
7,1,37,3.6,-1.31,-1.45,F,1,4,-62,male
7,1,41,3,-2.03,-1.09,P,1,4,-63,female
7,1,42,3.8,0.77,0.88,P,1,4,-62,male
7,2,28.5,3.4,-0.61,-0.09,F,1,4,-61,male
3,1,31.5,3.2,-1.49,-1.29,P,1,4,-62,male
7,1,40,3.3,0.36,0.93,P,1,4,-60,female
7,1,35.5,3.6,-1.52,-0.69,P,1,3,-62,female
7,4,38,3,-0.69,-0.61,F,1,3,-61,female
7,1,37,3.3,0.63,0.19,P,1,3,-61,female
7,1,33.5,3.4,-0.43,-0.74,P,1,5,-62,male
7,6,25.5,3.5,NA,NA,P,1,3,-55,female
7,6,32.5,3.1,NA,NA,F,1,4,-60,male
3,3,28,3.1,-0.85,-1.11,F,1,3,-62,male
7,3,36,3.6,1.21,1.24,P,1,3,-56,female
7,3,41,2.7,-1.32,-1.64,F,1,4,-61,male
2,6,31,2.7,0.14,0.09,F,1,5,-63,female
7,2,28,3.1,0.9,-0.32,F,2,4,-60,female
7,1,43,3.6,0.92,0.79,P,1,2,-55,male
7,1,41,3.5,-0.86,-0.79,F,1,4,-62,female
3,1,24,3.3,0.18,-0.93,F,1,1,-51,male
3,4,22,3,-2.01,-3.21,F,1,3,-58,male
6,1,29,2.8,-1.75,-2.04,F,1,3,-67,male
7,1,44,3.4,1.45,1.5,P,1,2,-49,female
3,6,27,2.9,-0.58,-1.11,F,1,2,-58,male
7,3,36,2.9,-0.92,-1.52,F,1,4,-59,male
3,3,25,3.6,-1.94,-1.62,F,1,3,-57,female
7,4,42,3.7,0.67,0.32,P,1,5,-61,male
2,1,33,3.3,-0.65,-0.99,F,1,3,-59,female
7,3,34,3,-0.6,-1.1,F,1,2,-58,male
2,5,40,3.7,-1.66,-2.11,F,1,5,-62,female
7,1,36,2.8,0.14,-0.02,P,1,4,-55,male
7,3,40,2.5,1.38,1.22,P,1,3,-61,male
7,2,34,2.5,-0.4,-1.09,F,1,4,-61,male
7,1,40,3.2,-2.25,-1.83,P,1,3,-45,female
7,4,34,3.2,0.82,0.38,P,1,3,-61,male
7,3,37,2.5,-0.1,-0.42,P,1,4,-62,male
7,1,37,4,0.21,0.36,P,1,4,-61,male
2,4,41,3.1,0.08,-0.45,F,1,4,-61,female
7,3,35,3.2,-0.15,-0.97,F,1,NA,-60,female
7,3,37,3,-0.61,0.03,P,1,4,-58,male
2,1,37,2.9,-1.45,-1.55,F,1,3,-61,male
3,1,28.3,2.4,-2.18,-1.93,F,1,1,-65,male
7,4,41,3.7,1.14,1.3,P,1,4,-62,male
7,4,34.5,2.5,1.3,0.68,P,1,5,-62,female
7,1,35,3.8,NA,NA,F,1,3,-61,female
7,3,37,3,0.62,0.19,P,1,3,-61,male
7,1,39,3.1,1.84,2.12,P,1,5,-56,male
7,3,34,3.8,0.14,1.41,P,1,3,-62,male
5,3,21,3.4,-0.27,-2.12,F,1,3,-60,male
7,4,45,3.3,-0.18,-0.16,P,1,3,-49,female
3,4,32,2.4,-1.17,-1.16,P,1,3,-64,male
7,4,44,3.2,-0.49,-0.7,P,1,5,-53,male
7,3,38,2.6,-0.33,-0.51,F,1,4,-60,male
7,4,36,3,-0.57,-0.76,F,1,4,-60,female
3,4,NA,2.9,-1.42,-1.41,F,1,2,-56,female
7,6,27.7,2.6,-0.15,-0.19,F,1,4,-60,male
3,4,19,2.4,-1.26,-1.91,F,2,3,-64,male
7,4,32,3.1,0.78,0.15,F,2,3,-51,male
7,3,39,3.5,2.34,2.5,P,1,5,-61,male
7,4,40,3.7,-0.04,0.06,P,1,3,-60,male
7,1,40,2.9,0.21,0.28,P,1,3,-61,female
7,1,43,3.8,1.76,1.63,P,1,3,-62,female
7,3,35,3,-0.95,-1.09,F,1,3,-62,male
7,3,30,2.7,0.9,0.28,F,2,4,-60,male
7,3,34,3.3,-0.47,-0.97,F,1,4,-62,female
7,3,38,3.4,0.81,0.58,F,1,4,-54,female
3,3,25,3.2,-1.6,-2.03,F,1,3,-66,female
7,4,45,3.7,-1.47,-2.52,F,1,2,-62,female
7,3,31,3.3,-1.02,-1.25,F,1,4,-59,female
3,6,22,2.8,0.64,-0.55,F,1,3,-44,male
7,3,31.5,2.4,-2.02,-2.53,F,1,4,-40,female
7,4,41,3.5,-0.92,-0.22,P,1,3,-62,male
7,1,40,3.8,2.44,2.43,P,1,4,-44,female
7,2,40,2.9,-0.64,-1.43,F,1,4,-61,female
3,6,19,2.5,0.05,-0.76,F,1,2,-60,female
4,5,36,2.5,0.12,-0.13,P,1,4,-59,male
7,2,36,2.8,0.24,0.52,F,1,5,-53,male
3,1,42,3,-2.14,-2.26,F,1,4,-64,male
7,3,32,3.8,1.26,1.24,P,1,4,-60,female
7,1,44,3.1,1.97,2.23,P,1,3,-51,male
7,3,32,3.5,-0.91,-1.1,P,1,2,-51,female
3,2,24,2.7,0.73,0,P,2,3,-48,female
7,3,28,3.2,-2,-2.36,F,1,4,-66,female
2,4,44,3.7,0.34,0.09,P,1,4,-63,female
3,NA,18,3.3,-2.12,NA,F,2,3,-54,male
7,3,30,3,-0.33,-0.29,F,1,5,-61,female
7,5,45,3.6,-0.78,-0.51,P,1,5,-61,female
7,3,37,3.8,1.85,1.97,P,1,2,-55,male
3,6,17,3,-0.68,-0.82,F,1,2,-61,male
7,4,47,3.2,1.11,1.03,P,1,1,-55,male
7,3,33,3.1,-0.7,-1.33,F,NA,4,-41,female
7,3,35,3,-0.39,-1.03,P,1,3,-59,male
7,4,43,3.5,-0.49,0.06,P,1,4,-63,female
5,5,30,3.4,NA,NA,F,1,3,-63,female
2,1,36,3.4,-0.25,-0.15,F,1,3,-59,male
3,6,24,2.4,-0.36,-1.17,F,1,2,-56,male
7,4,33,2.4,1.59,0.65,F,2,4,-21,male
7,1,24.7,3,0.12,-1.34,F,1,3,-60,female
7,3,33.5,3.2,0.87,0.01,P,1,4,-61,female
3,6,28,3,1.09,-0.24,F,1,4,-61,female
2,3,29,3.5,-1.35,-2.2,F,1,3,-59,female
2,1,27.7,NA,-1.67,-1.19,F,1,3,-50,female
6,4,41,2.8,-1.51,-1.65,F,1,5,-65,male
7,6,39.5,2.6,1.52,1.82,P,2,3,-45,male
7,3,43,3.3,1.35,1.58,P,1,4,-62,female
7,2,35,3.1,-1.04,-0.66,F,1,4,-61,male
8,3,35.3,3.3,0.22,-0.14,F,1,3,-58,male
4,1,32,2.6,-0.04,-0.43,F,1,3,-58,male
7,1,31,3.4,0.49,0.53,P,1,3,-67,female
3,6,31,1.8,0.95,0.09,F,1,2,-53,male
7,2,37,4,0.94,1.36,P,1,4,-62,female
7,3,36,2.6,-0.52,-1.35,F,1,4,-66,female
7,3,33,3.2,-0.48,-1.2,P,1,3,-60,male
7,3,39,3.1,0.63,-0.64,F,1,3,-60,male
6,2,32.5,2.9,-1.04,-1.84,F,1,3,-62,male
7,3,32,3,-0.42,0,F,2,4,-55,female
7,2,32,3.3,-0.39,-1.37,F,1,4,-61,female
3,6,23,3.3,-1.72,NA,F,1,3,-67,female
7,4,44,3.7,0.27,0.02,P,1,2,-62,male
3,3,27,2.7,-1.83,-1.92,F,1,3,-60,female
7,3,44,3.4,0.54,0.61,P,1,3,-62,female
7,4,37.7,3.3,-0.92,-0.55,F,1,4,-60,male
7,3,28,3.3,1.43,1.57,P,1,4,-61,male
7,3,43,2.7,-0.98,NA,F,1,4,-61,female
7,2,43,3.2,-0.84,-0.93,F,1,1,-52,male
7,3,37,3.3,-0.32,-0.48,P,1,4,-62,female
7,3,34,3.5,-0.38,0.12,P,1,2,-61,male
7,6,28,3.3,1.16,0.54,F,1,2,-61,male
3,3,24,3.3,-0.73,-0.43,F,1,3,-43,female
3,3,25,3.7,-0.23,-0.75,F,1,1,-56,female
3,4,29.5,3.7,-1.77,-1.91,P,1,4,-61,male
7,5,42.5,3.7,1.14,1.04,P,1,4,-62,male
7,3,41,2.6,-0.69,-0.73,P,1,3,-60,male
7,4,34,3.5,-1.43,-1.42,F,1,5,-62,female
7,3,35,2.8,-1.7,-1.16,F,1,3,-62,male
6,3,48,3.8,0.84,0.01,F,1,4,-63,female
3,1,23,2.8,-2.23,-2.2,F,1,3,-60,female
2,4,30,3.9,-0.45,-0.86,F,1,3,-62,female
2,1,35,3.4,-1.09,-1.46,F,1,3,-61,female
3,4,39,2.5,-0.89,-1.2,F,1,3,-63,female
7,3,38,2.5,0.52,0.96,P,1,4,-50,female
7,3,30,3.5,-1.04,-1.32,F,1,3,-59,female
2,4,30,3.3,-0.41,-0.7,F,2,4,-59,male
7,4,42,3.6,2.02,2.17,P,1,3,-66,male
3,5,44,3.2,NA,0,F,1,NA,-62,male
7,1,40,3.8,0.84,0.69,P,1,2,-61,female
7,2,NA,3.2,0.55,1.16,P,2,4,-60,female
7,3,36,3.4,0.71,0.66,P,1,3,-62,male
7,5,35,2.9,-0.14,-0.19,P,1,4,-61,male
1,1,32,2.9,-1.22,-1.09,F,1,3,-62,female
7,1,39,3.5,-0.68,-0.36,P,1,2,-53,male
6,2,28,3,-0.16,-0.6,P,1,3,-62,male
6,3,29.5,2.6,-2.02,-1.64,F,1,3,-58,female
7,4,46,3.6,-0.29,-0.88,F,1,4,-62,male
7,1,37,3.7,-1.92,-1.77,F,1,4,-62,male
7,3,40,3,0.86,1.22,P,1,4,-59,male
7,3,33,3.3,0.55,1.06,P,1,3,-62,male
7,4,37,3.4,0.56,0.95,P,1,4,-62,male
7,4,40,3.1,1.23,0.54,P,1,4,-61,male
7,2,35,2.8,1.57,1.35,F,1,3,-59,female
7,5,40,3.3,-1.11,-2.05,P,1,3,-68,male
7,4,39,2.9,-0.16,0.47,P,1,3,-58,male
7,1,35,3.5,0.37,0.61,P,1,3,-62,female
2,4,41,2.7,-0.45,-0.83,P,1,3,-60,male
6,4,36,3,-0.51,-1.03,F,1,5,-61,male
7,4,37,3.2,-0.42,-1.41,P,1,3,-44,female
7,3,36,3.2,-0.84,-0.92,P,1,4,-64,female
7,4,46,3.8,-0.97,-1.11,P,1,3,-62,male
7,3,36,3.9,1.13,0.93,P,1,3,-62,female
7,3,36,2.7,0.2,-0.02,P,1,4,-62,male
7,1,42,3,0.78,0.55,P,1,5,-48,female
3,6,22,2.9,0.67,-0.08,F,1,2,-59,female
8,3,31.5,2.8,1.09,1.51,P,1,4,-57,male
7,4,39,3.6,1.04,0.91,P,1,3,-62,male
7,4,38,2.5,-0.36,0.63,F,2,1,-54,male
2,1,25.5,3.3,-0.91,-1.01,F,1,3,-58,male
7,6,31.5,2.9,NA,NA,F,1,4,-60,male
7,1,45,3.6,-0.4,-1.12,P,1,4,-60,female
7,2,32,3.3,-0.71,-0.64,F,1,2,-53,female
6,6,25,2.4,-0.42,-1.25,F,1,4,-60,male
7,5,42,2.4,1.55,0.06,P,1,3,-60,male
7,1,34,3.5,-0.05,-0.56,P,1,3,-60,male
7,2,32,3,0.93,1.83,P,1,1,-58,male
7,3,34,3.2,-0.76,-1.29,F,1,4,-65,male
7,4,37,2.7,-0.29,-0.62,F,2,2,-52,male
6,3,30,3.3,-1.81,-1.07,F,2,3,-65,male
7,1,33,3.6,0.24,0.11,P,1,4,-62,female
7,1,36,3.3,0.96,0.82,P,1,4,-61,female
7,4,48,3.6,0.29,0.13,P,1,5,-61,male
2,3,33,2.8,-0.89,-1,P,1,5,-58,female
3,3,26,3.6,-1.74,-1.8,P,1,1,-62,female
7,4,44,3.2,-1.69,-2.04,F,1,3,-57,male
3,3,18,3.5,-1.14,-0.5,P,2,1,-47,female
7,1,36,3.5,0.58,0.49,P,1,4,-62,male
3,3,30,2.1,-0.17,0.07,F,2,3,-52,female
7,3,39,3,-0.56,-1.53,F,1,3,-59,male
7,3,33,3.7,0.38,0.67,P,1,3,-61,female
7,1,33,3.1,1.08,0.29,F,2,4,-63,female
7,4,40,3.7,-0.84,-0.76,P,1,4,-60,female
3,3,28,3.3,-0.79,-1.02,P,1,2,-62,female
3,4,31,3,-1.05,-1.37,F,1,3,-50,female
7,4,37.5,3.2,-0.04,-0.75,F,2,4,-60,male
7,3,38,3.1,-0.1,0.26,P,1,1,-62,male
7,4,37,3.4,-0.26,0.04,F,1,2,-61,male
6,5,32,3.1,-0.85,-1.43,F,1,4,-60,female
7,3,35,3,-0.31,-0.67,F,1,3,-45,female
7,3,38,2.5,0.24,0.08,P,1,4,-58,male
4,6,25,2,0.28,-1.02,F,1,3,-57,male
7,3,29.5,3.3,-1.46,-1.93,F,1,3,-44,male
7,3,26.5,3.2,-0.62,-1.16,F,1,3,-55,male
7,3,42,3.2,0.99,1.12,P,1,3,-61,female
7,3,32,3.1,0.04,0.22,P,1,4,-62,female
7,3,37,3.2,-0.87,-1.02,P,1,4,-61,male
6,1,28,3.2,-0.67,-1.54,F,2,2,-56,female
7,1,37,3.6,0.61,0.93,P,1,3,-60,male
7,3,33,3.2,-0.07,0.05,P,1,4,-50,male
7,4,44,3.9,-0.61,-0.89,P,1,3,-62,female
7,5,45,3.4,1.37,1.71,P,1,4,-60,female
7,1,26.5,3.7,-0.26,-1.07,F,1,3,-61,female
7,3,38,3.2,-0.59,-0.14,P,1,3,-67,male
7,6,32,3.6,0.46,0.12,F,1,4,-61,female
7,3,38,3.4,-1.55,-2.02,F,1,3,-62,male
7,1,35,3,-1.18,-1.23,F,1,4,-56,male
7,2,33,2.5,-0.97,-1.15,F,1,3,-61,male
7,2,25,3.7,0.79,0.1,F,1,3,-61,female
2,3,29,NA,-0.99,-1.54,F,1,3,-36,female
7,2,37,2.6,0.15,0,P,1,4,-60,male
7,3,37,2.8,0.72,0.44,P,1,5,-60,female
7,4,37,2.9,-1.64,-2.09,F,1,3,-57,male
1,1,26,2.9,NA,NA,F,1,4,-66,male
7,1,38,3.3,1.31,1.59,F,1,4,-63,female
7,3,38,3.2,-0.55,-0.68,P,1,4,-62,female
6,3,34,3.3,-0.79,-1.63,F,1,3,-58,female
7,2,19,2.2,-1.03,-1.32,F,1,3,-50,male
3,4,35.5,3.6,-0.75,-1.38,P,1,2,-46,male
7,3,39,3.9,1.54,1.61,P,1,4,-66,female
2,4,40,3.7,1.59,1.75,P,1,3,-62,male
2,1,28,3.3,0.85,0.48,P,1,4,-62,female
7,3,35,2.9,0.87,0.88,P,2,3,-55,female
7,1,38,3.2,-0.28,-0.61,P,1,4,-60,female
8,2,20,3.3,-0.71,-0.52,F,2,1,-61,female
7,4,32,3,0.85,0.15,P,1,5,-58,female
7,3,32,2.7,-1.34,-1.69,F,1,5,-62,male
7,3,33,2.7,-0.03,-0.3,P,1,4,-58,male
7,4,37,2.9,-0.55,-0.36,F,2,NA,-60,male
7,6,26,2.9,NA,NA,F,1,3,-38,female
7,1,36,3.6,0.42,0.42,P,1,4,-60,female
2,4,36,3.7,-1.57,-0.94,F,2,2,-49,male
7,3,34,3.2,0.76,1.01,P,1,4,-61,female
7,3,29.5,3.6,0.47,0.36,P,1,4,-57,male
1,3,25,3.4,-1.77,-1.63,F,1,3,-62,male
7,2,31,3.3,-0.86,-0.61,F,1,4,-61,female
3,6,21.5,2.9,0.72,-0.43,F,1,3,-62,male
7,3,37,3.7,0.96,1.12,P,1,4,-60,female
7,1,35,3.2,-1.14,-0.91,F,1,4,-62,female
7,4,43,3.1,NA,NA,P,1,3,-62,male
1,6,27,2.6,-0.46,-1.32,F,2,2,-57,female
7,2,32,3.5,1.06,1.05,P,1,3,-60,male
7,3,34.5,2.9,-0.5,-0.85,F,1,2,-46,female
6,1,27,3.1,0.16,-0.15,P,1,4,-61,female
7,1,46,3,1.42,1.58,P,1,2,-59,female
2,2,30,3,-0.51,-0.64,F,1,4,-61,female
7,4,42,3.5,0.25,0.4,P,1,4,-52,male
7,3,29,3,-1.38,-1.03,F,1,3,-53,female
7,3,38.5,3.3,1.35,1.64,P,1,4,-60,male
7,1,37,3.1,-1.17,NA,F,2,4,-51,male
7,3,28.5,2.7,-0.14,0.57,P,2,5,-66,male
7,3,34.3,2.6,-0.58,-0.68,F,1,4,-60,male
7,2,33.5,3.8,0.28,-0.02,F,1,3,-62,female
7,4,34,3.4,-0.44,-0.91,F,1,4,-60,male
7,4,33,3.9,-0.48,-0.68,F,1,3,-53,male
7,3,24,3.1,-1.86,-1.84,F,1,3,-41,female
6,2,27,3.2,-1.33,-1.2,F,1,2,-57,female
3,6,26,3.6,0.03,0.34,F,1,3,-62,female
4,4,33,2.7,-1.52,-1.49,F,1,4,-61,female
7,3,46,3.4,0.79,1.33,P,1,4,-61,female
6,3,39,2.6,-1.02,-1.33,F,1,2,-57,female
4,3,31,2.8,-0.23,-2.15,F,1,3,-65,male
7,3,34,3,-0.85,0.73,P,1,3,-54,male
7,3,37,3.3,-0.47,-0.09,P,1,4,-62,female
7,3,36,3.1,-1.06,-0.2,P,1,2,-58,male
3,4,40,2.9,-1.44,-1.82,F,1,3,-62,male
7,1,27.5,3,-0.7,-1.09,F,1,3,-55,female
8,1,37,3.5,-1.35,-1.05,F,1,2,-61,female
8,5,32,3.6,NA,NA,F,1,3,-45,male
2,4,23,3.2,-1.37,-2.05,F,1,2,-61,female
5,5,40,3.2,-0.34,-0.36,P,1,2,-52,male
7,3,43,2.2,-0.08,-0.56,P,2,4,-53,male
2,3,24,NA,-1.14,-1.09,P,1,4,-57,male
7,NA,25,2.6,-0.58,-1.6,F,2,2,-65,female
1,1,32,3.3,NA,0.16,F,1,4,-49,male
7,2,31,3.5,-0.53,-0.45,F,1,3,-62,male
7,3,40,2.8,-0.59,-0.27,F,1,3,-55,female
7,3,37,3,-1.21,-1.08,P,1,4,-62,male
7,3,32,2.7,0.16,-1.39,F,2,4,-61,male
3,5,29.5,3.3,-1.21,-1.76,P,1,3,-62,female
7,5,45,3.4,-0.5,-0.65,P,1,2,-58,female
7,2,33,2.6,0.01,-1.12,F,1,4,-60,male
7,4,32,3.4,-0.28,-0.24,P,1,4,-62,male
7,1,38,3.3,0.5,-0.12,P,1,3,-54,male
7,3,35,3.4,1.52,1.67,P,1,2,-59,female
7,5,45,3.8,NA,0,P,1,3,-62,male
7,1,37,3.3,NA,0.68,P,2,2,-60,female
7,1,37,3.3,1.1,1,P,1,4,-61,female
7,1,47,3.1,NA,NA,F,1,5,-62,male
7,2,31,3.4,-0.21,-0.71,P,1,4,-67,female
7,3,33,3.8,-0.55,-0.11,P,1,4,-63,female
7,2,39,2.7,0.01,-0.5,F,1,2,-62,female
7,1,23.5,NA,NA,NA,F,1,3,-41,male
7,4,37,2.8,0.54,0.46,P,1,3,-61,female
7,2,33,3.2,1.2,1.09,P,1,4,-62,female
7,1,38,3.5,0.16,-0.47,F,1,4,-62,female
7,3,33,3.8,-1.54,-1.42,F,2,3,-66,female
7,2,33,3,-1.51,-0.84,F,1,4,-62,male
3,3,28.5,3,-1.35,-1.67,F,1,1,-60,male
7,3,32,3.6,0.41,0.14,P,1,4,-61,female
7,3,35.5,3.1,-1.87,-2.36,F,1,4,-61,male
7,4,42,3.5,-0.72,-1.4,P,1,4,-62,female
7,4,35,3.4,-0.32,-0.17,F,1,4,-61,female
7,1,40,3.3,0.69,1.31,P,1,3,-54,male
7,3,37,3.5,0.64,0.56,P,1,4,-61,male
6,1,42,3.7,-1.81,-1.34,P,1,5,-61,female
7,3,31,3.1,1.87,1.05,P,1,4,-59,female
7,3,41,3,0.16,0.49,F,2,3,-59,male
7,5,42,3.6,-0.45,-1.06,F,1,3,-63,male
4,3,31,3,-1.53,-1.17,F,1,2,-48,male
7,3,41,3.5,-0.02,-0.66,P,1,3,-64,male
3,1,28,2.4,-0.04,0.13,F,1,4,-61,female
2,5,39,3.5,1.5,1.08,P,1,2,-61,male
4,1,26.5,3,-1.54,-1.59,P,1,1,-62,female
7,6,17,3.1,NA,NA,F,1,3,-58,female
7,2,28.5,2.9,-1.13,-0.87,F,1,3,-61,female
7,4,41,3.6,-1.13,-1.68,F,1,3,-66,female
7,3,35,3.4,0.39,0.13,F,1,4,-62,male
7,1,34,3.9,1.12,0.77,P,1,3,-65,male
2,3,31,3.6,-1.13,-1.61,F,1,4,-62,male
7,3,38,2.8,-1.39,-1.94,P,1,5,-67,male
7,6,38,3.8,1.56,1.84,P,1,3,-56,female
7,3,31,3.6,-0.03,-0.63,F,2,4,-61,male
7,1,39,3.2,-1.48,-1.54,P,1,5,-61,male
7,4,45,3.8,-1.31,-1.34,F,1,3,-58,male
3,6,29.5,2.3,-1.24,-0.97,F,1,4,-56,female
7,3,38,2.9,-1.78,-2.02,F,1,3,-62,male
7,1,39,3,-0.82,-0.95,P,1,4,-62,female
3,3,30,2.8,-0.55,-1.14,F,1,3,-62,female
7,5,44,3.9,0.38,0.85,P,1,4,-62,male
2,3,33,3.5,0.16,-0.09,P,1,4,-60,male
7,3,32.5,2.7,1.02,0.08,P,1,4,-60,male
7,4,32,3.1,-1.07,-0.61,F,2,3,-39,female
7,1,35,2.9,0.25,0.02,P,1,4,-51,male
7,1,37,3.1,0.57,-0.05,P,1,4,-61,female
7,3,34.5,2.9,0.52,0.55,P,1,4,-61,male
3,6,20,2.7,-0.93,-1.69,F,1,4,-67,female
7,4,42,3.7,0.04,0.1,P,1,3,-58,female
7,1,40.5,3.2,-0.79,-0.76,P,1,4,-60,female
